FJ151394	FJ151394_USA_NY_1999-08-01_NY99
KX547562	KX547562_USA_NY_2010-07-27_WN02
W320	W320_USA_CA_2010-07-28_SW03
W421	W421_USA_CA_2010-07-28_SW03
W137	W137_USA_CA_2010-07-29_WN02
W138	W138_USA_CA_2010-07-30_WN02
KF704147	KF704147_USA_AZ_2010-08-01_SW03
JF957185	JF957185_USA_AZ_2010-08-01_WN02
JF957186	JF957186_USA_AZ_2010-08-01_WN02
MH166893	MH166893_USA_VA_2010-08-01_WN02
MH166897	MH166897_USA_VA_2010-08-01_WN02
MH166902	MH166902_USA_VA_2010-08-01_WN02
MH166916	MH166916_USA_VA_2010-08-01_WN02
W139	W139_USA_CA_2010-08-02_WN02
W730	W730_USA_CA_2010-08-02_WN02
KX547242	KX547242_USA_NY_2010-08-03_SW03
KF704153	KF704153_USA_AZ_2010-08-06_SW03
KR348940	KR348940_USA_CA_2010-08-06_SW03
KR348937	KR348937_USA_CA_2010-08-06_SW03
KX547601	KX547601_USA_NY_2010-08-09_WN02
KF704158	KF704158_USA_AZ_2010-08-09_WN02
KJ501134	KJ501134_USA_CA_2010-08-11_WN02
KX547361	KX547361_USA_NY_2010-08-12_SW03
KJ501135	KJ501135_USA_CA_2010-08-12_SW03
KJ501136	KJ501136_USA_CA_2010-08-12_SW03
W189	W189_USA_CA_2010-08-12_WN02
JX015522	JX015522_USA_TX_2010-08-17_WN02
W422	W422_USA_CA_2010-08-18_SW03
KX547568	KX547568_USA_NY_2010-08-20_WN02
KX547391	KX547391_USA_NY_2010-08-25_WN02
W423	W423_USA_CA_2010-08-25_WN02
KX547388	KX547388_USA_NY_2010-08-26_WN02
KX547442	KX547442_USA_NY_2010-08-31_SW03
JX015523	JX015523_USA_TX_2010-08-31_SW03
W424	W424_USA_CA_2010-09-02_WN02
KJ501242	KJ501242_USA_MN_2010-09-07_WN02
KT862843	KT862843_USA_TX_2010-09-08_WN02
KX547494	KX547494_USA_NY_2010-09-12_WN02
W731	W731_USA_CA_2010-09-12_WN02
KJ145828	KJ145828_USA_NY_2010-09-12_WN02
KJ501308	KJ501308_USA_MN_2010-09-13_WN02
KX547600	KX547600_USA_NY_2010-09-13_WN02
KJ145827	KJ145827_USA_NY_2010-09-13_WN02
KR348944	KR348944_USA_CA_2010-09-14_SW03
KJ501124	KJ501124_USA_CA_2010-09-14_SW03
KX547552	KX547552_USA_NY_2010-09-16_SW03
KX547376	KX547376_USA_NY_2010-09-16_WN02
KX547225	KX547225_USA_NY_2010-09-17_WN02
W732	W732_USA_CA_2010-09-17_WN02
KJ145829	KJ145829_USA_NY_2010-09-20_SW03
W733	W733_USA_CA_2010-09-22_WN02
W674	W674_USA_CA_2010-09-28_WN02
KX547294	KX547294_USA_NY_2010-09-30_SW03
W425	W425_USA_CA_2010-09-30_WN02
W426	W426_USA_CA_2010-10-05_SW03
W675	W675_USA_CA_2010-10-05_WN02
W676	W676_USA_CA_2010-10-13_WN02
KR348954	KR348954_USA_CA_2010-11-08_WN02
KR348957	KR348957_USA_CA_2010-12-08_SW03
KR348956	KR348956_USA_CA_2010-12-08_SW03
KR348981	KR348981_USA_CA_2011-01-09_SW03
KR348983	KR348983_USA_CA_2011-01-09_WN02
KR349006	KR349006_USA_CA_2011-01-09_WN02
KR349002	KR349002_USA_CA_2011-01-09_WN02
KR349021	KR349021_USA_CA_2011-01-09_WN02
KR349005	KR349005_USA_CA_2011-01-09_WN02
KR349004	KR349004_USA_CA_2011-01-09_WN02
KR349003	KR349003_USA_CA_2011-01-09_WN02
KR349001	KR349001_USA_CA_2011-01-09_WN02
KR348984	KR348984_USA_CA_2011-01-09_WN02
KR348982	KR348982_USA_CA_2011-01-09_WN02
KR348980	KR348980_USA_CA_2011-01-09_WN02
KR348963	KR348963_USA_CA_2011-02-09_SW03
KR348962	KR348962_USA_CA_2011-02-09_SW03
KR348961	KR348961_USA_CA_2011-02-09_SW03
KR348958	KR348958_USA_CA_2011-02-09_SW03
KR348959	KR348959_USA_CA_2011-02-09_SW03
KR349022	KR349022_USA_CA_2011-02-09_SW03
KR349020	KR349020_USA_CA_2011-02-09_WN02
KR348960	KR348960_USA_CA_2011-02-09_WN02
KJ501118	KJ501118_USA_CA_2011-02-15_SW03
KR348938	KR348938_USA_CA_2011-02-15_SW03
KR348918	KR348918_USA_CA_2011-03-10_WN02
KR348973	KR348973_USA_CA_2011-06-07_WN02
KR348972	KR348972_USA_CA_2011-06-07_WN02
W427	W427_USA_CA_2011-06-08_SW03
KR348969	KR348969_USA_CA_2011-06-24_WN02
KJ501148	KJ501148_USA_CA_2011-06-24_WN02
KR348971	KR348971_USA_CA_2011-06-30_WN02
KX547449	KX547449_USA_NY_2011-07-06_WN02
KJ501149	KJ501149_USA_CA_2011-07-06_WN02
KJ501150	KJ501150_USA_CA_2011-07-06_WN02
W428	W428_USA_CA_2011-07-07_SW03
W429	W429_USA_CA_2011-07-08_WN02
W140	W140_USA_CA_2011-07-11_WN02
W430	W430_USA_CA_2011-07-13_SW03
W433	W433_USA_CA_2011-07-13_SW03
W434	W434_USA_CA_2011-07-13_SW03
W431	W431_USA_CA_2011-07-13_WN02
W432	W432_USA_CA_2011-07-13_WN02
W435	W435_USA_CA_2011-07-15_WN02
KX547276	KX547276_USA_NY_2011-07-18_SW03
KR348976	KR348976_USA_CA_2011-07-18_SW03
KX547495	KX547495_USA_NY_2011-07-21_SW03
KJ501170	KJ501170_USA_CA_2011-07-21_SW03
KR348993	KR348993_USA_CA_2011-07-21_SW03
KX547417	KX547417_USA_NY_2011-07-22_SW03
W677	W677_USA_CA_2011-07-22_WN02
KJ501538	KJ501538_USA_NY_2011-07-26_SW03
W436	W436_USA_CA_2011-07-27_SW03
KX547457	KX547457_USA_NY_2011-07-27_WN02
KJ501537	KJ501537_USA_NY_2011-07-27_WN02
JQ700438	JQ700438_USA_AZ_2011-08-01_SW03
JQ700442	JQ700442_USA_NY_2011-08-01_SW03
JQ700439	JQ700439_USA_MS_2011-08-01_WN02
JQ700440	JQ700440_USA_AZ_2011-08-01_WN02
JQ700441	JQ700441_USA_CA_2011-08-01_WN02
KX547171	KX547171_USA_NY_2011-08-03_WN02
KX547416	KX547416_USA_NY_2011-08-04_WN02
W437	W437_USA_CA_2011-08-04_WN02
W325	W325_USA_CA_2011-08-08_SW03
W324	W324_USA_CA_2011-08-08_WN02
W678	W678_USA_CA_2011-08-09_WN02
KX547438	KX547438_USA_NY_2011-08-10_WN02
W190	W190_USA_CA_2011-08-11_SW03
KX547507	KX547507_USA_NY_2011-08-11_WN02
KR348977	KR348977_USA_CA_2011-08-15_SW03
KX547220	KX547220_USA_NY_2011-08-18_WN02
W679	W679_USA_CA_2011-08-18_WN02
W734	W734_USA_CA_2011-08-18_WN02
W735	W735_USA_CA_2011-08-20_WN02
W141	W141_USA_CA_2011-08-22_WN02
W737	W737_USA_CA_2011-08-23_WN02
KX547529	KX547529_USA_NY_2011-08-24_WN02
KX547295	KX547295_USA_NY_2011-08-24_WN02
KX547293	KX547293_USA_NY_2011-08-24_WN02
KX547192	KX547192_USA_NY_2011-08-24_WN02
W736	W736_USA_CA_2011-08-24_WN02
KX547369	KX547369_USA_NY_2011-08-25_SW03
KJ501534	KJ501534_USA_NY_2011-08-25_SW03
W680	W680_USA_CA_2011-08-25_WN02
KC333374	KC333374_USA_TX_2011-08-26_WN02
KJ501536	KJ501536_USA_NY_2011-08-26_WN02
KT862844	KT862844_USA_TX_2011-08-29_WN02
KR348915	KR348915_USA_CA_2011-08-29_WN02
W738	W738_USA_CA_2011-08-29_WN02
KJ501096	KJ501096_USA_CA_2011-08-29_WN02
KR348942	KR348942_USA_CA_2011-08-30_SW03
KR348941	KR348941_USA_CA_2011-08-30_SW03
KJ501121	KJ501121_USA_CA_2011-08-30_SW03
KJ501122	KJ501122_USA_CA_2011-08-30_SW03
KX547412	KX547412_USA_NY_2011-08-30_WN02
KX547227	KX547227_USA_NY_2011-09-01_WN02
KJ501178	KJ501178_USA_CA_2011-09-01_WN02
KJ501137	KJ501137_USA_CA_2011-09-02_SW03
KJ501138	KJ501138_USA_CA_2011-09-02_SW03
KJ501140	KJ501140_USA_CA_2011-09-02_SW03
KJ501141	KJ501141_USA_CA_2011-09-02_SW03
KJ501142	KJ501142_USA_CA_2011-09-02_SW03
KJ501201	KJ501201_USA_CA_2011-09-02_SW03
W739	W739_USA_CA_2011-09-02_WN02
KJ501139	KJ501139_USA_CA_2011-09-02_WN02
KJ501195	KJ501195_USA_CA_2011-09-02_WN02
W740	W740_USA_CA_2011-09-06_WN02
KX547375	KX547375_USA_NY_2011-09-08_SW03
W682	W682_USA_CA_2011-09-08_WN02
KX547255	KX547255_USA_NY_2011-09-13_WN02
KR349026	KR349026_USA_CA_2011-09-13_WN02
KX547488	KX547488_USA_NY_2011-09-15_WN02
KX547236	KX547236_USA_NY_2011-09-15_WN02
KX547216	KX547216_USA_NY_2011-09-16_SW03
KX547325	KX547325_USA_NY_2011-09-20_WN02
W142	W142_USA_CA_2011-09-21_WN02
KJ501539	KJ501539_USA_NY_2011-09-23_SW03
W683	W683_USA_CA_2011-09-23_WN02
KX547537	KX547537_USA_NY_2011-09-27_WN02
KJ501535	KJ501535_USA_NY_2011-09-27_WN02
KJ501098	KJ501098_USA_CA_2011-10-03_WN02
KX547576	KX547576_USA_NY_2011-10-07_WN02
KR348964	KR348964_USA_CA_2011-10-25_SW03
KJ501143	KJ501143_USA_CA_2011-10-25_SW03
KR348965	KR348965_USA_CA_2011-10-26_WN02
KJ501144	KJ501144_USA_CA_2011-10-26_WN02
KR348966	KR348966_USA_CA_2011-10-28_WN02
KR348967	KR348967_USA_CA_2011-11-17_WN02
KJ501146	KJ501146_USA_CA_2011-11-17_WN02
W741	W741_USA_CA_2012-05-28_WN02
KC711057	KC711057_USA_TX_2012-05-30_WN02
KC711058	KC711058_USA_TX_2012-06-05_WN02
W143	W143_USA_CA_2012-06-06_WN02
W684	W684_USA_CA_2012-06-07_WN02
W742	W742_USA_CA_2012-06-07_WN02
W328	W328_USA_CA_2012-06-08_WN02
W331	W331_USA_CA_2012-06-13_WN02
W743	W743_USA_CA_2012-06-13_WN02
KC333377	KC333377_USA_TX_2012-06-14_WN02
KC333376	KC333376_USA_TX_2012-06-14_WN02
W685	W685_USA_CA_2012-06-14_WN02
W744	W744_USA_CA_2012-06-15_WN02
KX547334	KX547334_USA_NY_2012-06-18_WN02
W332	W332_USA_CA_2012-06-18_WN02
W446	W446_USA_CA_2012-06-19_WN02
KX547575	KX547575_USA_NY_2012-06-20_WN02
KY216149	KY216149_USA_NY_2012-06-20_WN02
W146	W146_USA_CA_2012-06-21_WN02
W686	W686_USA_CA_2012-06-21_WN02
W745	W745_USA_CA_2012-06-23_WN02
W333	W333_USA_CA_2012-06-24_SW03
KC333379	KC333379_USA_TX_2012-06-28_WN02
KC333378	KC333378_USA_TX_2012-06-28_WN02
W746	W746_USA_CA_2012-06-28_WN02
KC333380	KC333380_USA_TX_2012-06-29_WN02
KC736490	KC736490_USA_TX_2012-07-02_WN02
KC736489	KC736489_USA_TX_2012-07-02_WN02
KC736488	KC736488_USA_TX_2012-07-02_WN02
KC736487	KC736487_USA_TX_2012-07-02_WN02
KC736486	KC736486_USA_TX_2012-07-02_WN02
W747	W747_USA_CA_2012-07-02_WN02
KC736492	KC736492_USA_TX_2012-07-03_SW03
KX547234	KX547234_USA_NY_2012-07-03_WN02
KC736502	KC736502_USA_TX_2012-07-03_WN02
KC736493	KC736493_USA_TX_2012-07-03_WN02
KC736491	KC736491_USA_TX_2012-07-03_WN02
W687	W687_USA_CA_2012-07-03_WN02
KC333381	KC333381_USA_TX_2012-07-04_WN02
KX547222	KX547222_USA_NY_2012-07-06_WN02
KX547177	KX547177_USA_NY_2012-07-06_WN02
KC333383	KC333383_USA_TX_2012-07-06_WN02
KC333382	KC333382_USA_TX_2012-07-06_WN02
W334	W334_USA_CA_2012-07-09_WN02
KX547574	KX547574_USA_NY_2012-07-10_SW03
W335	W335_USA_CA_2012-07-10_WN02
KJ501208	KJ501208_USA_CO_2012-07-10_WN02
KX547380	KX547380_USA_NY_2012-07-11_SW03
KC333385	KC333385_USA_TX_2012-07-11_WN02
KC333384	KC333384_USA_TX_2012-07-11_WN02
KY216150	KY216150_USA_NY_2012-07-11_WN02
W688	W688_USA_CA_2012-07-12_WN02
W147	W147_USA_CA_2012-07-17_SW03
KX547555	KX547555_USA_NY_2012-07-17_WN02
KY216152	KY216152_USA_NY_2012-07-17_WN02
KY216151	KY216151_USA_NY_2012-07-17_WN02
W148	W148_USA_CA_2012-07-17_WN02
KC333387	KC333387_USA_TX_2012-07-18_WN02
KC333386	KC333386_USA_TX_2012-07-18_WN02
W455	W455_USA_CA_2012-07-19_WN02
KX547579	KX547579_USA_NY_2012-07-20_WN02
KX547201	KX547201_USA_NY_2012-07-20_WN02
KY216154	KY216154_USA_NY_2012-07-25_SW03
KY216153	KY216153_USA_NY_2012-07-25_WN02
KX547410	KX547410_USA_NY_2012-07-30_WN02
KJ501434	KJ501434_USA_MT_2012-07-30_WN02
KX547456	KX547456_USA_NY_2012-07-31_WN02
KY216155	KY216155_USA_NY_2012-07-31_WN02
W337	W337_USA_CA_2012-07-31_WN02
W689	W689_USA_CA_2012-07-31_WN02
KJ501211	KJ501211_USA_CO_2012-07-31_WN02
KM012172	KM012172_USA_TX_2012-08-01_SW03
KX547497	KX547497_USA_NY_2012-08-01_WN02
KY229068	KY229068_USA_NY_2012-08-01_WN02
KM012170	KM012170_USA_AZ_2012-08-01_WN02
KM012171	KM012171_USA_MS_2012-08-01_WN02
KM012173	KM012173_USA_SD_2012-08-01_WN02
KM012174	KM012174_USA_AZ_2012-08-01_WN02
KM012175	KM012175_USA_CA_2012-08-01_WN02
KM012176	KM012176_USA_NC_2012-08-01_WN02
KM012177	KM012177_USA_WY_2012-08-01_WN02
KM012178	KM012178_USA_TX_2012-08-01_WN02
KM012179	KM012179_USA_SD_2012-08-01_WN02
KM012180	KM012180_USA_GA_2012-08-01_WN02
KM012181	KM012181_USA_LA_2012-08-01_WN02
KM012182	KM012182_USA_NM_2012-08-01_WN02
KM012183	KM012183_USA_TX_2012-08-01_WN02
KM012184	KM012184_USA_OH_2012-08-01_WN02
KM012185	KM012185_USA_NE_2012-08-01_WN02
KM012186	KM012186_USA_OH_2012-08-01_WN02
KM012187	KM012187_USA_NE_2012-08-01_WN02
KM012188	KM012188_USA_IL_2012-08-01_WN02
KC333375	KC333375_USA_TX_2012-08-04_SW03
KJ501222	KJ501222_USA_CO_2012-08-06_SW03
KX547356	KX547356_USA_NY_2012-08-07_WN02
KY229071	KY229071_USA_NY_2012-08-07_WN02
KY229069	KY229069_USA_NY_2012-08-07_WN02
W196	W196_USA_CA_2012-08-07_WN02
KJ501214	KJ501214_USA_CO_2012-08-07_WN02
KJ501531	KJ501531_USA_NY_2012-08-07_WN02
KX547343	KX547343_USA_NY_2012-08-08_WN02
W151	W151_USA_CA_2012-08-08_WN02
KY229070	KY229070_USA_NY_2012-08-09_WN02
W198	W198_USA_CA_2012-08-10_WN02
KJ501207	KJ501207_USA_CO_2012-08-13_WN02
KJ501215	KJ501215_USA_CO_2012-08-13_WN02
KJ501224	KJ501224_USA_CO_2012-08-13_WN02
KJ501435	KJ501435_USA_SD_2012-08-13_WN02
KX547291	KX547291_USA_NY_2012-08-14_WN02
KC736494	KC736494_USA_TX_2012-08-14_WN02
KY229072	KY229072_USA_NY_2012-08-14_WN02
W199	W199_USA_CA_2012-08-14_WN02
KJ501225	KJ501225_USA_CO_2012-08-14_WN02
KC736496	KC736496_USA_TX_2012-08-15_WN02
KJ501216	KJ501216_USA_CO_2012-08-15_WN02
KJ501230	KJ501230_USA_CO_2012-08-15_WN02
KX547418	KX547418_USA_NY_2012-08-16_WN02
KX547340	KX547340_USA_NY_2012-08-16_WN02
KX547200	KX547200_USA_NY_2012-08-16_WN02
KC736495	KC736495_USA_TX_2012-08-16_WN02
KX547443	KX547443_USA_NY_2012-08-17_WN02
KJ786936	KJ786936_USA_TX_2012-08-17_WN02
KC736497	KC736497_USA_TX_2012-08-20_WN02
KJ501217	KJ501217_USA_CO_2012-08-20_WN02
KX547612	KX547612_USA_NY_2012-08-21_WN02
KC736499	KC736499_USA_TX_2012-08-21_WN02
KC736498	KC736498_USA_TX_2012-08-21_WN02
KY229074	KY229074_USA_NY_2012-08-21_WN02
KY229073	KY229073_USA_NY_2012-08-21_WN02
KJ501226	KJ501226_USA_CO_2012-08-21_WN02
KJ501532	KJ501532_USA_NY_2012-08-21_WN02
KR868734	KR868734_USA_CO_2012-08-22_WN02
KJ786935	KJ786935_USA_TX_2012-08-22_WN02
KJ501218	KJ501218_USA_CO_2012-08-22_WN02
KJ501228	KJ501228_USA_CO_2012-08-22_WN02
KX547547	KX547547_USA_NY_2012-08-23_WN02
KJ501229	KJ501229_USA_CO_2012-08-23_WN02
KX547315	KX547315_USA_NY_2012-08-24_WN02
W690	W690_USA_CA_2012-08-24_WN02
KJ501533	KJ501533_USA_NY_2012-08-24_WN02
W193	W193_USA_CA_2012-08-27_WN02
KJ501219	KJ501219_USA_CO_2012-08-27_WN02
W194	W194_USA_CA_2012-08-28_SW03
KX547198	KX547198_USA_NY_2012-08-28_WN02
KC736500	KC736500_USA_TX_2012-08-28_WN02
KJ501220	KJ501220_USA_CO_2012-08-28_WN02
KJ501437	KJ501437_USA_WI_2012-08-28_WN02
W197	W197_USA_CA_2012-08-29_SW03
KC736501	KC736501_USA_TX_2012-08-29_WN02
KJ501432	KJ501432_USA_MA_2012-08-29_WN02
KX547283	KX547283_USA_NY_2012-08-30_WN02
MF175813	MF175813_USA_TX_2012-09-04_WN02
MF175814	MF175814_USA_TX_2012-09-04_WN02
MF175812	MF175812_USA_TX_2012-09-05_WN02
KX547556	KX547556_USA_NY_2012-09-06_WN02
KX547185	KX547185_USA_NY_2012-09-06_WN02
KX547389	KX547389_USA_NY_2012-09-07_WN02
KX547280	KX547280_USA_NY_2012-09-10_WN02
KX547559	KX547559_USA_NY_2012-09-11_WN02
KX547520	KX547520_USA_NY_2012-09-11_WN02
MF175811	MF175811_USA_TX_2012-09-12_WN02
KX547278	KX547278_USA_NY_2012-09-17_WN02
MF175810	MF175810_USA_TX_2012-09-17_WN02
W191	W191_USA_CA_2012-09-18_SW03
MF175809	MF175809_USA_TX_2012-09-18_WN02
MF175808	MF175808_USA_TX_2012-09-19_WN02
MF175807	MF175807_USA_TX_2012-09-21_WN02
MF175806	MF175806_USA_TX_2012-09-24_WN02
KX547540	KX547540_USA_NY_2012-09-27_WN02
KX547168	KX547168_USA_NY_2012-09-27_WN02
KJ501530	KJ501530_USA_PA_2012-09-27_WN02
KX547337	KX547337_USA_NY_2012-09-28_WN02
MF175815	MF175815_USA_TX_2012-10-09_SW03
KC711059	KC711059_USA_TX_2012-10-09_WN02
W005	W005_USA_CA_2012-10-29_SW03
W748	W748_USA_CA_2013-05-31_WN02
W691	W691_USA_CA_2013-06-21_WN02
W749	W749_USA_CA_2013-07-02_WN02
KX547328	KX547328_USA_NY_2013-07-03_WN02
W340	W340_USA_CA_2013-07-08_WN02
W006	W006_USA_CA_2013-07-10_WN02
KX547190	KX547190_USA_NY_2013-07-12_WN02
KX547174	KX547174_USA_NY_2013-07-16_WN02
W693	W693_USA_CA_2013-07-16_WN02
KX547473	KX547473_USA_NY_2013-07-17_WN02
KX547254	KX547254_USA_NY_2013-07-17_WN02
W694	W694_USA_CA_2013-07-19_WN02
W007	W007_USA_CA_2013-07-23_WN02
W695	W695_USA_CA_2013-07-23_WN02
KX547344	KX547344_USA_NY_2013-07-24_WN02
W751	W751_USA_CA_2013-07-24_WN02
W752	W752_USA_CA_2013-07-30_WN02
MF175817	MF175817_USA_TX_2013-07-30_WN02
KX547594	KX547594_USA_NY_2013-07-31_WN02
KX547465	KX547465_USA_NY_2013-07-31_WN02
KX547323	KX547323_USA_NY_2013-07-31_WN02
W055	W055_USA_CA_2013-08-01_WN02
W152	W152_USA_CA_2013-08-02_WN02
KX547460	KX547460_USA_NY_2013-08-06_WN02
MF175829	MF175829_USA_TX_2013-08-06_WN02
KX547482	KX547482_USA_NY_2013-08-07_WN02
W154	W154_USA_CA_2013-08-07_WN02
MF175827	MF175827_USA_TX_2013-08-07_WN02
W155	W155_USA_CA_2013-08-08_WN02
MF175828	MF175828_USA_TX_2013-08-08_WN02
W157	W157_USA_CA_2013-08-12_WN02
MF175825	MF175825_USA_TX_2013-08-13_WN02
MF175826	MF175826_USA_TX_2013-08-13_WN02
KX547324	KX547324_USA_NY_2013-08-14_WN02
W202	W202_USA_CA_2013-08-14_WN02
MF175824	MF175824_USA_TX_2013-08-15_WN02
W158	W158_USA_CA_2013-08-20_WN02
MF175822	MF175822_USA_TX_2013-08-20_WN02
MF175821	MF175821_USA_TX_2013-08-20_WN02
KX547524	KX547524_USA_NY_2013-08-21_WN02
W201	W201_USA_CA_2013-08-21_WN02
W462	W462_USA_CA_2013-08-21_WN02
W208	W208_USA_CA_2013-08-22_WN02
W209	W209_USA_CA_2013-08-22_WN02
KX547269	KX547269_USA_NY_2013-08-23_WN02
W697	W697_USA_CA_2013-08-23_WN02
W160	W160_USA_CA_2013-08-26_WN02
W207	W207_USA_CA_2013-08-26_WN02
MF175816	MF175816_USA_TX_2013-08-27_WN02
KX547604	KX547604_USA_NY_2013-08-28_WN02
KX547184	KX547184_USA_NY_2013-08-28_WN02
W205	W205_USA_CA_2013-08-28_WN02
W206	W206_USA_CA_2013-08-28_WN02
KX547167	KX547167_USA_NY_2013-09-04_WN02
KX547274	KX547274_USA_NY_2013-09-05_WN02
W057	W057_USA_CA_2013-09-09_WN02
W203	W203_USA_CA_2013-09-10_WN02
MF175820	MF175820_USA_TX_2013-09-10_WN02
W204	W204_USA_CA_2013-09-11_WN02
MF175819	MF175819_USA_TX_2013-09-11_WN02
KX547514	KX547514_USA_NY_2013-09-12_WN02
KX547467	KX547467_USA_NY_2013-09-12_WN02
KX547196	KX547196_USA_NY_2013-09-17_WN02
KX547330	KX547330_USA_NY_2013-09-18_WN02
W754	W754_USA_CA_2013-09-18_WN02
KX547358	KX547358_USA_NY_2013-09-20_WN02
KX547565	KX547565_USA_NY_2013-09-24_WN02
MF175818	MF175818_USA_TX_2013-09-26_WN02
KX547551	KX547551_USA_NY_2013-10-03_WN02
KX547333	KX547333_USA_NY_2013-10-09_WN02
W058	W058_USA_CA_2013-11-01_WN02
W059	W059_USA_CA_2013-11-07_WN02
MG004533	MG004533_USA_AZ_2014-06-03_SW03
MF175868	MF175868_USA_TX_2014-06-03_WN02
MG004539	MG004539_USA_AZ_2014-06-10_WN02
KX547485	KX547485_USA_NY_2014-06-13_WN02
W755	W755_USA_CA_2014-06-15_WN02
W211	W211_USA_CA_2014-06-17_WN02
W212	W212_USA_CA_2014-06-20_WN02
W214	W214_USA_CA_2014-06-24_WN02
W698	W698_USA_CA_2014-06-24_WN02
MG004529	MG004529_USA_AZ_2014-06-26_WN02
W699	W699_USA_CA_2014-07-01_WN02
MF175840	MF175840_USA_TX_2014-07-01_WN02
KX547483	KX547483_USA_NY_2014-07-03_WN02
W216	W216_USA_CA_2014-07-08_WN02
MF175833	MF175833_USA_TX_2014-07-09_WN02
W220	W220_USA_CA_2014-07-10_WN02
W701	W701_USA_CA_2014-07-10_WN02
W756	W756_USA_CA_2014-07-10_WN02
W538	W538_USA_CA_2014-07-14_SW03
W218	W218_USA_CA_2014-07-15_WN02
W062	W062_USA_CA_2014-07-17_SW03
MF175844	MF175844_USA_TX_2014-07-21_WN02
MG004535	MG004535_USA_AZ_2014-07-22_WN02
MF175832	MF175832_USA_TX_2014-07-22_WN02
W702	W702_USA_CA_2014-07-24_WN02
W703	W703_USA_CA_2014-07-24_WN02
W704	W704_USA_CA_2014-07-31_WN02
MF175853	MF175853_USA_TX_2014-08-05_WN02
MF175859	MF175859_USA_TX_2014-08-05_WN02
MF175837	MF175837_USA_TX_2014-08-05_WN02
W061	W061_USA_CA_2014-08-06_SW03
MF175869	MF175869_USA_TX_2014-08-07_WN02
W757	W757_USA_CA_2014-08-12_WN02
MF175871	MF175871_USA_TX_2014-08-12_WN02
W063	W063_USA_CA_2014-08-13_SW03
W064	W064_USA_CA_2014-08-13_SW03
W539	W539_USA_CA_2014-08-13_SW03
MF175838	MF175838_USA_TX_2014-08-18_WN02
MG004537	MG004537_USA_AZ_2014-08-28_SW03
MF175839	MF175839_USA_TX_2014-08-28_WN02
KT020853	KT020853_USA_NE_2014-09-01_WN02
KX547548	KX547548_USA_NY_2014-09-02_WN02
W758	W758_USA_CA_2014-09-04_WN02
MF175863	MF175863_USA_TX_2014-09-04_WN02
W759	W759_USA_CA_2014-09-07_WN02
MF175866	MF175866_USA_TX_2014-09-09_SW03
MF175835	MF175835_USA_TX_2014-09-10_WN02
MF175864	MF175864_USA_TX_2014-09-10_WN02
W760	W760_USA_CA_2014-09-11_WN02
MF175845	MF175845_USA_TX_2014-09-16_WN02
KX547445	KX547445_USA_NY_2014-09-17_WN02
W540	W540_USA_CA_2014-09-23_SW03
KX547221	KX547221_USA_NY_2014-09-23_WN02
MF175872	MF175872_USA_TX_2014-09-23_WN02
W065	W065_USA_CA_2014-09-25_SW03
W541	W541_USA_CA_2014-09-29_SW03
W066	W066_USA_CA_2014-10-03_SW03
W067	W067_USA_CA_2014-10-03_SW03
W008	W008_USA_CA_2014-10-07_SW03
MF175830	MF175830_USA_TX_2014-10-14_WN02
MF175846	MF175846_USA_TX_2014-10-16_WN02
MF175842	MF175842_USA_TX_2014-10-17_WN02
W012	W012_USA_CA_2014-10-28_SW03
W068	W068_USA_CA_2014-10-28_SW03
W014	W014_USA_CA_2014-10-31_SW03
MF175855	MF175855_USA_TX_2014-11-04_WN02
W069	W069_USA_CA_2014-11-07_SW03
W543	W543_USA_CA_2014-11-10_SW03
W071	W071_USA_CA_2014-11-10_WN02
W073	W073_USA_CA_2014-11-17_SW03
W072	W072_USA_CA_2014-11-17_WN02
W545	W545_USA_CA_2014-11-17_WN02
W548	W548_USA_CA_2014-12-16_SW03
W074	W074_USA_CA_2014-12-18_SW03
W075	W075_USA_CA_2014-12-18_SW03
W546	W546_USA_CA_2014-12-18_SW03
W547	W547_USA_CA_2014-12-18_SW03
W076	W076_USA_CA_2015-04-16_SW03
W549	W549_USA_CA_2015-04-16_SW03
W550	W550_USA_CA_2015-04-28_SW03
W551	W551_USA_CA_2015-05-11_SW03
MG004540	MG004540_USA_AZ_2015-05-12_SW03
W077	W077_USA_CA_2015-05-13_SW03
W552	W552_USA_CA_2015-06-05_SW03
MG004528	MG004528_USA_AZ_2015-06-09_WN02
W222	W222_USA_CA_2015-06-09_WN02
MF175862	MF175862_USA_TX_2015-06-09_WN02
W762	W762_USA_CA_2015-06-11_WN02
W223	W223_USA_CA_2015-06-15_WN02
W224	W224_USA_CA_2015-06-15_WN02
MF175843	MF175843_USA_TX_2015-06-23_WN02
W554	W554_USA_CA_2015-07-02_SW03
W553	W553_USA_CA_2015-07-02_WN02
W705	W705_USA_CA_2015-07-07_WN02
MF175836	MF175836_USA_TX_2015-07-08_WN02
W555	W555_USA_CA_2015-07-09_SW03
W080	W080_USA_CA_2015-07-10_SW03
W763	W763_USA_CA_2015-07-12_WN02
W229	W229_USA_CA_2015-07-15_WN02
W706	W706_USA_CA_2015-07-16_WN02
W556	W556_USA_CA_2015-07-21_SW03
W225	W225_USA_CA_2015-07-21_WN02
W230	W230_USA_CA_2015-07-21_WN02
MF175850	MF175850_USA_TX_2015-07-21_WN02
MF175849	MF175849_USA_TX_2015-07-21_WN02
MF175867	MF175867_USA_TX_2015-07-21_WN02
